Date,Open,High,Low,Close,Adj Close,Volume
2026-02-12,143.30999755859375,143.77000427246094,138.9199981689453,139.2100067138672,139.03713989257812,32154700
2026-02-12,143.30999755859375,143.77000427246094,138.9199981689453,139.2100067138672,139.03713989257812,32154700
2026-02-13,139.55999755859375,140.91000366210938,137.92999267578125,139.55999755859375,139.38668823242188,26637100
2026-02-13,139.55999755859375,140.91000366210938,137.92999267578125,139.55999755859375,139.38668823242188,26637100
2026-02-17,138.63999938964844,140.4499969482422,137.02000427246094,139.47999572753906,139.30679321289062,25743800
2026-02-17,138.63999938964844,140.4499969482422,137.02000427246094,139.47999572753906,139.30679321289062,25743800
2026-02-18,140.05999755859375,142.1199951171875,139.27000427246094,140.91000366210938,140.73501586914062,13705800
2026-02-18,140.05999755859375,142.1199951171875,139.27000427246094,140.91000366210938,140.73501586914062,13705800
2026-02-19,140.08999633789062,140.7100067138672,139.27999877929688,140.2100067138672,140.035888671875,13484000
2026-02-19,140.08999633789062,140.7100067138672,139.27999877929688,140.2100067138672,140.035888671875,13484000
2026-02-20,139.1999969482422,141.75,138.97000122070312,140.8800048828125,140.70506286621094,14942400
2026-02-20,139.1999969482422,141.75,138.97000122070312,140.8800048828125,140.70506286621094,14942400
2026-02-23,140.17999267578125,140.64999389648438,137.88999938964844,138.52000427246094,138.34799194335938,22021900
2026-02-23,140.17999267578125,140.64999389648438,137.88999938964844,138.52000427246094,138.34799194335938,22021900
2026-02-24,139.24000549316406,140.94000244140625,138.19000244140625,140.32000732421875,140.145751953125,13030600
2026-02-24,139.24000549316406,140.94000244140625,138.19000244140625,140.32000732421875,140.145751953125,13030600
2026-02-25,141.36000061035156,143.33999633789062,141.2100067138672,143.00999450683594,142.8323974609375,13296000
2026-02-25,141.36000061035156,143.33999633789062,141.2100067138672,143.00999450683594,142.8323974609375,13296000
2026-02-26,142.94000244140625,143.00999450683594,139.25999450683594,141.00999450683594,140.8348846435547,19364900
2026-02-26,142.94000244140625,143.00999450683594,139.25999450683594,141.00999450683594,140.8348846435547,19364900
2026-02-27,138.30999755859375,139.77000427246094,137.94000244140625,138.75999450683594,138.58767700195312,15328600
2026-02-27,138.30999755859375,139.77000427246094,137.94000244140625,138.75999450683594,138.58767700195312,15328600
2026-03-02,137.02999877929688,139.9600067138672,136.55999755859375,139.5399932861328,139.36671447753906,20156700
2026-03-02,137.02999877929688,139.9600067138672,136.55999755859375,139.5399932861328,139.36671447753906,20156700
2026-03-03,136.36000061035156,138.3300018310547,134.99000549316406,137.5,137.32925415039062,34153000
2026-03-03,136.36000061035156,138.3300018310547,134.99000549316406,137.5,137.32925415039062,34153000
2026-03-04,138.52999877929688,140.6300048828125,138.0399932861328,139.83999633789062,139.6663360595703,15201400
2026-03-04,138.52999877929688,140.6300048828125,138.0399932861328,139.83999633789062,139.6663360595703,15201400
2026-03-05,139.16000366210938,141.25999450683594,138.08999633789062,140.17999267578125,140.00592041015625,19422500
2026-03-05,139.16000366210938,141.25999450683594,138.08999633789062,140.17999267578125,140.00592041015625,19422500
2026-03-06,137.82000732421875,139.8300018310547,136.7899932861328,137.2899932861328,137.1195068359375,19677200
2026-03-06,137.82000732421875,139.8300018310547,136.7899932861328,137.2899932861328,137.1195068359375,19677200
2026-03-09,135.97000122070312,140.2100067138672,135.4600067138672,139.75999450683594,139.58644104003906,22760900
2026-03-09,135.97000122070312,140.2100067138672,135.4600067138672,139.75999450683594,139.58644104003906,22760900
2026-03-10,139.83999633789062,141.38999938964844,139.02000427246094,139.75999450683594,139.58644104003906,24338500
2026-03-10,139.83999633789062,141.38999938964844,139.02000427246094,139.75999450683594,139.58644104003906,24338500
2026-03-11,140.5800018310547,141.58999633789062,139.52000427246094,140.42999267578125,140.25559997558594,14009200
2026-03-11,140.5800018310547,141.58999633789062,139.52000427246094,140.42999267578125,140.25559997558594,14009200
2026-03-12,139.27000427246094,139.75,137.64999389648438,137.83999633789062,137.6688232421875,32372800
2026-03-12,139.27000427246094,139.75,137.64999389648438,137.83999633789062,137.6688232421875,32372800
2026-03-13,138.4499969482422,139.7100067138672,136.52000427246094,136.8000030517578,136.630126953125,15701800
2026-03-13,138.4499969482422,139.7100067138672,136.52000427246094,136.8000030517578,136.630126953125,15701800
2026-03-16,138.72000122070312,140.0800018310547,138.52000427246094,138.77999877929688,138.607666015625,16626400
2026-03-16,138.72000122070312,140.0800018310547,138.52000427246094,138.77999877929688,138.607666015625,16626400
2026-03-17,139.38999938964844,140.27000427246094,138.92999267578125,139.5399932861328,139.36671447753906,12034600
2026-03-17,139.38999938964844,140.27000427246094,138.92999267578125,139.5399932861328,139.36671447753906,12034600
2026-03-18,139.30999755859375,140.07000732421875,137.92999267578125,137.9600067138672,137.78868103027344,12634500
2026-03-18,139.30999755859375,140.07000732421875,137.92999267578125,137.9600067138672,137.78868103027344,12634500
2026-03-19,136.0,139.1699981689453,135.44000244140625,138.42999267578125,138.25808715820312,18087900
2026-03-19,136.0,139.1699981689453,135.44000244140625,138.42999267578125,138.25808715820312,18087900
2026-03-20,137.97999572753906,137.97999572753906,134.32000732421875,135.2899932861328,135.1219940185547,27251800
2026-03-20,137.97999572753906,137.97999572753906,134.32000732421875,135.2899932861328,135.1219940185547,27251800
2026-03-23,137.5,139.1999969482422,136.22000122070312,136.9499969482422,136.9499969482422,21818500
2026-03-23,137.5,139.1999969482422,136.22000122070312,136.9499969482422,136.9499969482422,21818500
2026-03-24,136.0500030517578,136.9199981689453,134.8699951171875,136.14999389648438,136.14999389648438,16843900
2026-03-24,136.0500030517578,136.9199981689453,134.8699951171875,136.14999389648438,136.14999389648438,16843900
2026-03-25,137.2899932861328,138.0,136.27999877929688,136.75999450683594,136.75999450683594,13872400
2026-03-25,137.2899932861328,138.0,136.27999877929688,136.75999450683594,136.75999450683594,13872400
2026-03-26,135.17999267578125,135.52000427246094,132.4199981689453,132.5,132.5,15434600
2026-03-26,135.17999267578125,135.52000427246094,132.4199981689453,132.5,132.5,15434600
2026-03-27,131.52999877929688,132.0500030517578,129.5800018310547,129.9199981689453,129.9199981689453,15895200
2026-03-27,131.52999877929688,132.0500030517578,129.5800018310547,129.9199981689453,129.9199981689453,15895200
2026-03-30,131.27000427246094,131.5500030517578,126.68000030517578,127.5,127.5,18830000
2026-03-30,131.27000427246094,131.5500030517578,126.68000030517578,127.5,127.5,18830000
2026-03-31,129.14999389648438,133.22000122070312,128.97999572753906,132.89999389648438,132.89999389648438,19405300
2026-03-31,129.14999389648438,133.22000122070312,128.97999572753906,132.89999389648438,132.89999389648438,19405300
2026-04-01,134.1199951171875,136.0500030517578,133.75999450683594,134.91000366210938,134.91000366210938,17050100
2026-04-01,134.1199951171875,136.0500030517578,133.75999450683594,134.91000366210938,134.91000366210938,17050100
2026-04-02,131.91000366210938,136.0399932861328,131.35000610351562,135.99000549316406,135.99000549316406,12266200
2026-04-02,131.91000366210938,136.0399932861328,131.35000610351562,135.99000549316406,135.99000549316406,12266200
2026-04-06,136.47999572753906,137.25,135.7100067138672,136.77999877929688,136.77999877929688,10147600
2026-04-06,136.47999572753906,137.25,135.7100067138672,136.77999877929688,136.77999877929688,10147600
2026-04-07,136.1699981689453,137.49000549316406,134.11000061035156,137.42999267578125,137.42999267578125,8585500
2026-04-07,136.1699981689453,137.49000549316406,134.11000061035156,137.42999267578125,137.42999267578125,8585500
2026-04-08,143.1300048828125,143.55999755859375,140.74000549316406,141.69000244140625,141.69000244140625,13359000
2026-04-08,143.1300048828125,143.55999755859375,140.74000549316406,141.69000244140625,141.69000244140625,13359000
2026-04-09,141.75999450683594,142.19000244140625,140.35000610351562,142.07000732421875,142.07000732421875,8235100
2026-04-09,141.75999450683594,142.19000244140625,140.35000610351562,142.07000732421875,142.07000732421875,8235100
2026-04-10,142.5,143.55999755859375,141.9199981689453,142.6199951171875,142.6199951171875,9310100
2026-04-10,142.5,143.55999755859375,141.9199981689453,142.6199951171875,142.6199951171875,9310100
2026-04-13,142.3300018310547,145.6699981689453,142.1300048828125,145.61000061035156,145.61000061035156,10407700
2026-04-13,142.3300018310547,145.6699981689453,142.1300048828125,145.61000061035156,145.61000061035156,10407700
2026-04-14,146.89999389648438,147.94000244140625,146.0800018310547,147.94000244140625,147.94000244140625,10183300
2026-04-14,146.89999389648438,147.94000244140625,146.0800018310547,147.94000244140625,147.94000244140625,10183300
2026-04-15,148.27000427246094,150.3699951171875,147.9600067138672,150.3000030517578,150.3000030517578,10622500
2026-04-15,148.27000427246094,150.3699951171875,147.9600067138672,150.3000030517578,150.3000030517578,10622500
2026-04-16,150.99000549316406,152.17999267578125,149.75,152.02000427246094,152.02000427246094,11778000
2026-04-16,150.99000549316406,152.17999267578125,149.75,152.02000427246094,152.02000427246094,11778000
2026-04-17,154.05999755859375,154.80999755859375,153.50999450683594,154.35000610351562,154.35000610351562,10630400
2026-04-17,154.05999755859375,154.80999755859375,153.50999450683594,154.35000610351562,154.35000610351562,10630400
2026-04-20,154.3000030517578,154.75,153.0399932861328,154.55999755859375,154.55999755859375,8131600
2026-04-20,154.3000030517578,154.75,153.0399932861328,154.55999755859375,154.55999755859375,8131600
2026-04-21,155.0,156.07000732421875,154.14999389648438,154.69000244140625,154.69000244140625,12657300
2026-04-21,155.0,156.07000732421875,154.14999389648438,154.69000244140625,154.69000244140625,12657300
2026-04-22,156.22000122070312,158.16000366210938,155.52000427246094,158.08999633789062,158.08999633789062,13830400
2026-04-22,156.22000122070312,158.16000366210938,155.52000427246094,158.08999633789062,158.08999633789062,13830400
2026-04-23,156.77000427246094,157.8000030517578,153.9499969482422,155.83999633789062,155.83999633789062,12151400
2026-04-23,156.77000427246094,157.8000030517578,153.9499969482422,155.83999633789062,155.83999633789062,12151400
2026-04-24,158.42999267578125,160.39999389648438,157.60000610351562,160.22000122070312,160.22000122070312,11059800
2026-04-24,158.42999267578125,160.39999389648438,157.60000610351562,160.22000122070312,160.22000122070312,11059800
2026-04-27,160.02000427246094,160.6199951171875,158.80999755859375,160.57000732421875,160.57000732421875,8963900
2026-04-27,160.02000427246094,160.6199951171875,158.80999755859375,160.57000732421875,160.57000732421875,8963900
2026-04-28,157.11000061035156,158.63999938964844,156.16000366210938,157.85000610351562,157.85000610351562,9253000
2026-04-28,157.11000061035156,158.63999938964844,156.16000366210938,157.85000610351562,157.85000610351562,9253000
2026-04-29,158.8300018310547,159.14999389648438,157.75,159.11000061035156,159.11000061035156,7506900
2026-04-29,158.8300018310547,159.14999389648438,157.75,159.11000061035156,159.11000061035156,7506900
2026-04-30,159.64999389648438,159.8000030517578,156.8800048828125,159.5,159.5,9276400
2026-04-30,159.64999389648438,159.8000030517578,156.8800048828125,159.5,159.5,9276400
2026-05-01,160.38999938964844,162.2899932861328,160.13999938964844,161.8699951171875,161.8699951171875,10161800
2026-05-01,160.38999938964844,162.2899932861328,160.13999938964844,161.8699951171875,161.8699951171875,10161800
2026-05-04,162.7100067138672,163.24000549316406,160.8800048828125,162.0500030517578,162.0500030517578,10740000
2026-05-04,162.7100067138672,163.24000549316406,160.8800048828125,162.0500030517578,162.0500030517578,10740000
2026-05-05,163.8699951171875,166.02000427246094,163.52000427246094,165.6300048828125,165.6300048828125,9813500
2026-05-05,163.8699951171875,166.02000427246094,163.52000427246094,165.6300048828125,165.6300048828125,9813500
2026-05-06,167.8800048828125,170.0800018310547,166.83999633789062,170.02999877929688,170.02999877929688,11304700
2026-05-06,167.8800048828125,170.0800018310547,166.83999633789062,170.02999877929688,170.02999877929688,11304700
2026-05-07,170.25999450683594,171.9499969482422,168.6999969482422,169.69000244140625,169.69000244140625,11031500
2026-05-07,170.25999450683594,171.9499969482422,168.6999969482422,169.69000244140625,169.69000244140625,11031500
2026-05-08,171.58999633789062,175.60000610351562,171.3000030517578,175.52000427246094,175.52000427246094,11222200
2026-05-08,171.58999633789062,175.60000610351562,171.3000030517578,175.52000427246094,175.52000427246094,11222200
2026-05-11,176.14999389648438,178.3000030517578,175.8699951171875,177.8800048828125,177.8800048828125,10461800
2026-05-11,176.14999389648438,178.3000030517578,175.8699951171875,177.8800048828125,177.8800048828125,10461800
2026-05-12,176.14999389648438,176.99000549316406,171.1999969482422,175.1999969482422,175.1999969482422,15950700
2026-05-12,176.14999389648438,176.99000549316406,171.1999969482422,175.1999969482422,175.1999969482422,15950700
2026-05-13,177.27000427246094,177.74000549316406,174.25999450683594,176.85000610351562,176.85000610351562,9817900
2026-05-13,177.27000427246094,177.74000549316406,174.25999450683594,176.85000610351562,176.85000610351562,9817900
2026-05-14,177.36000061035156,180.22000122070312,176.8699951171875,179.5,179.5,11424900
2026-05-14,177.36000061035156,180.22000122070312,176.8699951171875,179.5,179.5,11424900
2026-05-15,176.2100067138672,178.6999969482422,174.6300048828125,176.25999450683594,176.25999450683594,14514400
2026-05-15,176.2100067138672,178.6999969482422,174.6300048828125,176.25999450683594,176.25999450683594,14514400
2026-05-18,177.6199951171875,177.85000610351562,171.91000366210938,174.36000061035156,174.36000061035156,18500041
